timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779822149254,2130,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-1,text,true,,3571878,139,3,3,http://10.6.101.163:30080/api/productos/list,1884,0,43
1779822150517,1521,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-3,text,true,,3572595,139,4,4,http://10.6.101.163:30080/api/productos/list,1346,0,9
1779822150629,111,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-3,text,true,,794,140,4,4,http://10.6.101.163:30080/api/categorias/list,111,0,0
1779822151619,3622,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-2,text,true,,3574800,139,5,5,http://10.6.101.163:30080/api/productos/list,3446,0,26
1779822151622,2365,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-1,text,true,,794,140,5,5,http://10.6.101.163:30080/api/categorias/list,2365,0,0
1779822151737,117,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-2,text,true,,794,140,5,5,http://10.6.101.163:30080/api/categorias/list,117,0,0
1779822152421,1426,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-5,text,true,,3575260,139,6,6,http://10.6.101.163:30080/api/productos/list,1267,0,6
1779822152530,108,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-5,text,true,,794,140,6,6,http://10.6.101.163:30080/api/categorias/list,108,0,0
1779822152714,2719,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-4,text,true,,3574321,139,6,6,http://10.6.101.163:30080/api/productos/list,2569,0,7
1779822153297,1674,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-1,text,true,,3575435,139,7,7,http://10.6.101.163:30080/api/productos/list,1518,0,0
1779822153405,107,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-1,text,true,,794,140,7,7,http://10.6.101.163:30080/api/categorias/list,107,0,0
1779822153452,737,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-4,text,true,,794,140,7,7,http://10.6.101.163:30080/api/categorias/list,737,0,0
1779822154603,2865,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-2,text,true,,3575451,139,8,8,http://10.6.101.163:30080/api/productos/list,2684,0,0
1779822154726,122,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-2,text,true,,794,140,8,8,http://10.6.101.163:30080/api/categorias/list,122,0,0
1779822154893,1440,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-4,text,true,,3575443,139,8,8,http://10.6.101.163:30080/api/productos/list,1270,0,0
1779822155003,109,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-4,text,true,,794,140,9,9,http://10.6.101.163:30080/api/categorias/list,109,0,0
1779822156094,1367,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-2,text,true,,3575435,139,10,10,http://10.6.101.163:30080/api/productos/list,1209,0,0
