timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779824747308,6529,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-1,text,true,,3575156,139,7,7,http://10.6.101.163:30080/api/productos/list,5416,0,28
1779824747588,278,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-1,text,true,,794,140,7,7,http://10.6.101.163:30080/api/categorias/list,278,0,0
1779824749186,7511,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-2,text,true,,3575092,139,9,9,http://10.6.101.163:30080/api/productos/list,6546,0,3
1779824749301,5629,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-4,text,true,,3575109,139,9,9,http://10.6.101.163:30080/api/productos/list,4681,0,4
1779824749386,199,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-2,text,true,,794,140,9,9,http://10.6.101.163:30080/api/categorias/list,199,0,0
1779824749468,6795,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-3,text,true,,3575323,139,9,9,http://10.6.101.163:30080/api/productos/list,5769,0,3
1779824749480,177,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-4,text,true,,794,140,9,9,http://10.6.101.163:30080/api/categorias/list,177,0,0
1779824750838,1369,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-3,text,true,,794,140,11,11,http://10.6.101.163:30080/api/categorias/list,1369,0,0
1779824752142,7469,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-5,text,true,,3575427,139,12,12,http://10.6.101.163:30080/api/productos/list,6281,0,90
1779824752834,7163,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-6,text,true,,3575427,139,13,13,http://10.6.101.163:30080/api/productos/list,5845,0,52
1779824752889,747,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-5,text,true,,794,140,13,13,http://10.6.101.163:30080/api/categorias/list,747,0,0
1779824753071,237,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-6,text,true,,794,140,13,13,http://10.6.101.163:30080/api/categorias/list,237,0,0
1779824754175,7503,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-7,text,true,,3575435,139,14,14,http://10.6.101.163:30080/api/productos/list,6631,0,10
1779824754381,205,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-7,text,true,,794,140,14,14,http://10.6.101.163:30080/api/categorias/list,205,0,0
1779824755356,7685,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-8,text,true,,3575451,139,15,15,http://10.6.101.163:30080/api/productos/list,6808,0,70
1779824755361,7772,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-1,text,true,,3575451,139,15,15,http://10.6.101.163:30080/api/productos/list,6926,0,0
1779824755575,213,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-1,text,true,,794,140,15,15,http://10.6.101.163:30080/api/categorias/list,213,0,0
1779824756194,7522,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-9,text,true,,3575451,139,16,16,http://10.6.101.163:30080/api/productos/list,6733,0,8
1779824756940,1584,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-8,text,true,,794,140,17,17,http://10.6.101.163:30080/api/categorias/list,1584,0,0
1779824757054,860,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-9,text,true,,794,140,17,17,http://10.6.101.163:30080/api/categorias/list,860,0,0
1779824757862,8191,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-10,text,true,,3575451,139,18,18,http://10.6.101.163:30080/api/productos/list,7326,0,7
1779824757974,8493,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-4,text,true,,3575387,139,18,18,http://10.6.101.163:30080/api/productos/list,7560,0,0
1779824758130,267,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-10,text,true,,794,140,18,18,http://10.6.101.163:30080/api/categorias/list,267,0,0
1779824758684,709,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-4,text,true,,794,140,19,19,http://10.6.101.163:30080/api/categorias/list,709,0,0
1779824759379,9992,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-2,text,true,,3575395,139,19,19,http://10.6.101.163:30080/api/productos/list,8514,0,0
1779824759540,8701,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-3,text,true,,3575419,139,19,19,http://10.6.101.163:30080/api/productos/list,7259,0,0
1779824759645,8973,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-11,text,true,,3575451,139,19,19,http://10.6.101.163:30080/api/productos/list,7520,0,4
1779824759704,324,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-2,text,true,,794,140,20,20,http://10.6.101.163:30080/api/categorias/list,324,0,0
1779824759892,351,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-3,text,true,,794,140,20,20,http://10.6.101.163:30080/api/categorias/list,351,0,0
1779824759996,350,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-11,text,true,,794,140,20,20,http://10.6.101.163:30080/api/categorias/list,350,0,0
1779824761394,9722,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-12,text,true,,3575467,139,20,20,http://10.6.101.163:30080/api/productos/list,8090,0,13
1779824761657,263,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-12,text,true,,794,140,20,20,http://10.6.101.163:30080/api/categorias/list,263,0,0
1779824763219,10547,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-13,text,true,,3575459,139,20,20,http://10.6.101.163:30080/api/productos/list,8747,0,8
1779824763544,324,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-13,text,true,,794,140,20,20,http://10.6.101.163:30080/api/categorias/list,324,0,0
1779824763635,10563,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-6,text,true,,3575427,139,20,20,http://10.6.101.163:30080/api/productos/list,8690,0,0
1779824763943,307,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-6,text,true,,794,140,20,20,http://10.6.101.163:30080/api/categorias/list,307,0,0
1779824764372,11482,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-5,text,true,,3575443,139,20,20,http://10.6.101.163:30080/api/productos/list,10403,0,0
1779824764843,11170,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-14,text,true,,3575395,139,20,20,http://10.6.101.163:30080/api/productos/list,9813,0,4
1779824764902,529,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-5,text,true,,794,140,20,20,http://10.6.101.163:30080/api/categorias/list,528,0,0
