timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779825149387,5757,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-1,text,true,,3575252,139,6,6,http://10.6.101.163:30080/api/productos/list,3912,0,25
1779825151358,1969,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-1,text,true,,794,140,8,8,http://10.6.101.163:30080/api/categorias/list,1969,0,0
1779825154554,6030,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-6,text,true,,3575539,139,12,12,http://10.6.101.163:30080/api/productos/list,5189,0,7
1779825155045,489,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-6,text,true,,794,140,12,12,http://10.6.101.163:30080/api/categorias/list,489,0,0
1779825159480,8957,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-8,text,true,,3574741,139,16,16,http://10.6.101.163:30080/api/productos/list,7452,0,5
1779825159760,278,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-8,text,true,,794,140,17,17,http://10.6.101.163:30080/api/categorias/list,278,0,0
1779825162003,14480,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-5,text,true,,3575307,139,19,19,http://10.6.101.163:30080/api/productos/list,10421,0,20
1779825162798,11438,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-1,text,true,,3575507,139,20,20,http://10.6.101.163:30080/api/productos/list,9727,0,0
1779825163155,356,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-1,text,true,,794,140,20,20,http://10.6.101.163:30080/api/categorias/list,356,0,0
1779825164647,9600,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-6,text,true,,3575515,139,20,20,http://10.6.101.163:30080/api/productos/list,8055,0,0
1779825165363,716,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-6,text,true,,794,140,20,20,http://10.6.101.163:30080/api/categorias/list,716,0,0
1779825165425,3419,GET Categorias,200,,Grupo de Usuarios Concurrentes 1-5,text,true,,794,140,20,20,http://10.6.101.163:30080/api/categorias/list,3419,0,0
1779825165521,11997,GET Productos (10K registros),200,,Grupo de Usuarios Concurrentes 1-11,text,true,,3575523,139,20,20,http://10.6.101.163:30080/api/productos/list,11202,0,4
